fips,census_region,diabetes_prev,physical_inactivity_prev,pct_white,poverty_rate,pct_black,food_insecurity_rate,smoking_prev,median_income,snap_rate,obesity_prev,pct_age65plus,pct_hispanic,hypertension_prev,pct_college_edu,food_desert_index,unemployment_rate,fastfood_density,feci,pct_agri_sector,pct_mfg_sector,pct_foodsvc_sector,grocery_density,rucc_code
05037,South,13.4,0.7085561497326203,0.7106703852907756,0.4209916589434662,0.2134987823263365,1.0,0.4437086092715231,0.1653226115259429,0.1699395688644884,0.781767955801105,0.2525733892489516,0.0226081594902887,0.7104622871046231,0.1384574538696402,0.35484,0.2733118971061093,0.4071552309644629,0.4520606896721112,0.1364705882352941,0.3010702652396463,0.1578428148635317,0.6050669213964348,0.625
01003,South,10.4,0.355614973262032,0.8225389939055882,0.2001853568118628,0.0925431984228226,0.3565217391304348,0.2185430463576158,0.3798123683706682,0.560447561426894,0.5110497237569062,0.3063286313381624,0.0573425136162778,0.6447688564476888,0.3770078322049648,0.12051,0.102572347266881,0.388706082748941,0.2858391499435837,0.0341176470588235,0.2284783620288506,0.3890167707990792,0.5800965568097106,0.25
24025,South,9.7,0.2272727272727273,0.7327755397169713,0.1218721037998146,0.1686188101588774,0.2608695652173912,0.1490066225165562,0.6577982002680451,0.3229935987973616,0.5276243093922651,0.2220739611132291,0.0571369848936388,0.4525547445255475,0.4656843223151466,0.12411,0.1215434083601286,0.3796236553630353,0.3363270508534582,0.0078431372549019,0.15565379246161,0.4856954949029924,0.5853217254933847,0.0
29159,Midwest,10.8,0.5347593582887701,0.8523912818923663,0.2671455050973124,0.0287602922416792,0.4608695652173912,0.3807947019867549,0.2665671070266131,0.3286028418265593,0.5359116022099447,0.2253145253526496,0.0983454937827561,0.4622871046228711,0.1889021638125581,0.39118,0.1295819935691318,0.3914360193989027,0.337294802932076,0.0698039215686274,0.4255467659376454,0.2005919105557382,0.5782844612574586,0.375
22123,South,12.9,0.5775401069518717,0.7992975932238403,0.3153382761816498,0.1785921373072016,0.7652173913043477,0.4503311258278145,0.1768255791690599,0.6758786486716571,0.6464088397790055,0.2948913457872665,0.0373034631589764,0.6885644768856449,0.1290322580645161,0.0,0.1237942122186495,0.3985163401545931,0.3423364364441894,0.1962745098039215,0.0800372266170311,0.3186451825057547,0.6120637954593203,1.0
47157,South,14.6,0.4117647058823529,0.3285817580828427,0.3598239110287303,0.6125478371796358,0.3739130434782608,0.357615894039735,0.2826881102814474,0.3443103751275862,0.6353591160220995,0.1727030118185284,0.0872469427602507,0.6253041362530416,0.3955927253418294,0.49766,0.2305466237942122,0.397383089743476,0.3605725737876549,0.0050980392156862,0.21312238250349,0.3597500822097993,0.5868281061252703,0.0
41057,West,9.7,0.2673796791443851,0.8687119099266605,0.2303058387395737,0.0068421662994317,0.4695652173913044,0.2251655629139072,0.3149607505265173,0.6800517888745086,0.425414364640884,0.4208921082729699,0.1131435618127633,0.4939172749391728,0.2747909199522103,0.0,0.1594855305466238,0.3564779214972401,0.3164855771255245,0.1219607843137254,0.250814332247557,0.2058533377178559,0.6290663178163288,0.625
13291,South,10.2,0.4358288770053475,0.9324449953517198,0.1957831325301205,0.0102052649889829,0.4695652173913044,0.2582781456953641,0.3084204480183802,0.5381888489705626,0.4917127071823204,0.5444147922226459,0.0368924057136984,0.6739659367396595,0.2830213726271074,0.0,0.1157556270096463,0.3845531070789979,0.2811728558628077,0.0349019607843137,0.2031177291763611,0.2571522525485037,0.5784143572439328,1.0
17139,Midwest,9.5,0.3368983957219251,0.9589918396859828,0.1837349397590361,0.0122927055549112,0.4347826086956522,0.3178807947019867,0.3542102240091901,0.600299724906663,0.5994475138121547,0.2598170034311857,0.0162367690884801,0.4574209245742094,0.1908934023629364,0.0,0.0832797427652733,0.3329728913232332,0.232222349624423,0.0833333333333333,0.4974406700791066,0.1598158500493258,0.5971021583826144,0.625
39107,Midwest,9.7,0.4117647058823529,0.9481458527011672,0.1000926784059314,0.0081178244230546,0.4695652173913044,0.2847682119205297,0.4029178632969558,0.4231133875205285,0.5414364640883977,0.2535264963781929,0.0222998664063302,0.4987834549878345,0.2357626443647949,0.11276,0.0578778135048231,0.3912972772235032,0.3388389999615821,0.0903921568627451,0.6947417403443462,0.1601446892469582,0.5889713354637651,0.75
12009,South,10.0,0.3128342245989305,0.7455841338704678,0.1869786839666357,0.1136495419227647,0.4,0.2019867549668874,0.3859237985831897,0.4278120361974767,0.4779005524861878,0.359893252001525,0.1202343027438084,0.5231143552311437,0.3868312757201646,0.26651,0.1553054662379421,0.375257817256533,0.3007497579882919,0.0080392156862745,0.2810609585853886,0.4685958566261098,0.5824788394180823,0.125
48077,South,9.8,0.3823529411764705,0.9065179217023034,0.1994902687673772,0.0131044879972167,0.8260869565217391,0.2582781456953641,0.3977024698449167,0.3625344519475872,0.5027624309392265,0.3313000381242851,0.0696742369746171,0.5352798053527981,0.2581972653657242,0.0,0.0604501607717041,0.3504890510584013,0.3664632282600054,0.1768627450980392,0.2026523964634714,0.1427162117724432,0.6235789225456683,0.25
51680,South,12.5,0.3074866310160428,0.6097510587749199,0.309545875810936,0.3212339093123043,0.226086956521739,0.195364238410596,0.2633199310740953,0.2576754492143099,0.5441988950276242,0.1688905833015631,0.0508683588531497,0.3698296836982969,0.4532058940661091,0.76297,0.1620578778135048,0.4326789775960958,0.4257083633777905,0.0156862745098039,0.2315030246626337,0.3544886550476817,0.5843467488253841,0.125
34021,Northeast,9.8,0.3288770053475935,0.4813552318975312,0.2050509731232623,0.222544358112026,0.208695652173913,0.1357615894039734,0.5430442274554853,0.2060878658889573,0.2403314917127071,0.1971025543271063,0.228650703935875,0.3381995133819952,0.5376344086021506,0.22433,0.1974276527331189,0.3913750384153178,0.4496934735258692,0.0066666666666666,0.177059097254537,0.4899704044722131,0.6185165622592788,0.125
17147,Midwest,8.4,0.232620320855615,0.9547567400061976,0.0975440222428174,0.0184390583323669,0.4347826086956522,0.2019867549668874,0.4755198161975875,0.600299724906663,0.5082872928176796,0.2889820815859703,0.0160312403658411,0.440389294403893,0.364794902429311,0.0,0.1070739549839228,0.368118467989346,0.3621395759496309,0.1072549019607843,0.1896230805025593,0.2607694837224597,0.6342995067976794,0.25
